id,Ground Truth,OCR Text,CER
1313,"“He was brought to my house under peculiar circumstances.” “I never heard of him,” said Loftus.","‘“ He was brought to my house under peculiar circumstances.” TI never heard of him,” said Loftus.",0.030927835051546393
1314,"“But I have,” interposed Morse.","“ But I have,” interposed Morse.",0.03125
1315,“I’ve known him these two hundred years.” “Eh day!,“I've known him these two hundred years.” “ Eh day !,0.057692307692307696
1316,who’s this?” cried Thorneycroft.,who's this?” cried Thorneycroft.,0.03125
1317,"“A crack-brained little fellow, whom I’ve engaged as valet,” replied Loftus.","“ A crack-brained little fellow, whom I’ve engaged as valet,” replied Loftus.",0.012987012987012988
1318,"“He fancies he was born in Queen Elizabeth’s time.” “It’s no fancy,” cried Morse.","‘He fancies he was born in Queen Elizabeth’s time.” “Tt’s no fancy,” cried Morse.",0.024691358024691357
1319,“I am perfectly acquainted with Auriol Darcy’s history.,“I am perfectly acquainted with Auriol Darcy's history.,0.01818181818181818
1320,"He drank of the same elixir as myself.” “If you know him, can you give us a clue to find him?” asked Thorneycroft.","He drank of the same elixir as myself.” “ Tf you know him, can you give us a clue to find him ?” asked Thorneycroft.",0.02586206896551724
1321,"“I am sorry I cannot,” replied Morse.","“T am sorry I cannot,” replied Morse.",0.02702702702702703
1322,"“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “What’s that you say?” cried Thorneycroft quickly.","“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “ What's that you say?” cried Thorneycroft, quickly.",0.016304347826086956
1323,“I have heard Ebba speak of a tall man in a black cloak having some mysterious connection with Auriol.,“T have heard Ebba speak of a tall man in a black cloak having some mysterious connexion with Auriol.,0.029411764705882353
1324,"I hope that person has nothing to do with her disappearance.” “I shouldn’t wonder if he had,” replied Morse.","I hope that person has nothing to do with her disappearance.” “T shouldn't wonder if he had,” replied Morse.",0.018518518518518517
1325,“I believe that black gentleman to be——” “What!—who?” demanded Thorneycroft.,“I believe that black gentleman to bh——” “ What !—who ?” demanded Thorneycroft.,0.05063291139240506
1326,"“Neither more nor less than the devil,” replied Morse mysteriously.","“ Neither more nor less than the devil,” replied Morse, mysteriously.",0.028985507246376812
1327,“Pshaw!,“ Pshaw!,0.125
1328,poh!” cried Loftus.,poh!” cried Loftus.,0.0
1329,"“I told you the poor fellow was half cracked.” At this moment, a roguish-looking fellow, with red whiskers and hair, and clad in a velveteen jacket with ivory buttons, who had been watching the iron-merchant at some distance, came up, and touching his hat, said, “Mr.","“I told you the poor fellow was half cracked.” At this moment, a roguish-looking fellow, with red whiskers and hair, and clad in a velveteen jacket with ivory buttons, who had been watching the iron-merchant at some distance, came up, and touching his hat, said, “ Mr.",0.0037313432835820895
1330,"Thorneycroft, I believe?” “My name is Thorneycroft, fellow!” cried the iron-merchant, eyeing him askance.","Thorneycroft, I believe ?” “My name is Thorneycroft, fellow!” cried the ironmerchant, eyeing him askance.",0.018867924528301886
1331,"“And your name, I fancy, is Ginger?” “Exactly, sir,” replied the dog-fancier, again touching his hat, “ex-actly.","“ And your name, I fancy, is Ginger ?” “ Exactly, sir,” replied the dog-fancier, again touching his hat, “ ex-actly.",0.034482758620689655
1332,"I didn’t think you would rekilect me, sir.","I didn’t think you would rekilect me, sir.",0.0
1333,"I bring you some news of your darter.” “Of Ebba!” exclaimed Thorneycroft, in a tone of deep emotion.","I bring you some news of your darter.” “ Of Ebba!” exclaimed Thorneycroft, in a tone of deep emotion.",0.009900990099009901
1334,"“I hope your news is good.” “I wish it wos better, for her sake as well as yours, sir,” replied the dog-fancier gravely; “but I’m afeerd she’s in werry bad hands.” “That she is, if she’s in the hands o’ the black gentleman,” observed Morse.","“I hope your news is good.” “ J wish it wos better, for her sake as well as yours, sir,” replied the dog-fancier, gravely ; “but I'm afeerd she’s in werry bad hands.” “ That she is, if she’s in the hands o’ the black gentleman,” observed Morse.",0.02459016393442623
1335,"“Vy, Old Parr, that ain’t you?” cried Ginger, gazing at him in astonishment.","“ Vy, Old Parr, that ain't you?” cried Ginger, gazing at him in astonishment.",0.025974025974025976
1336,"“Vy, ‘ow you are transmogrified, to be sure!” “But what of my daughter?” cried Thorneycroft; “where is she?","“ Vy, ‘ow you are transmogrified, to be sure !” “ But what of my daughter?” cricd Thorneycroft ; “where is she?",0.04504504504504504
1337,"Take me to her, and you shall be well rewarded.” “I’ll do my best to take you to her, and without any reward, sir,” replied Ginger, “for my heart bleeds for the poor young creater.","Take me to her, and you shall be well rewarded.” “ T'll do my best to take you to her, and without any reward, sir,” replied Ginger, ‘ for my heart bleeds for the poor young creater.",0.027472527472527472
1338,"As I said afore, she’s in dreadful bad hands.” “Do you allude to Mr.","As I said afore, she’s in dreadful bad hands.” “ Do you allude to Mr.",0.014492753623188406
1339,Auriol Darcy?” cried Thorneycroft.,Auriol Darcy?” cried Thorneycroft.,0.0
1340,"“No, he’s as much a wictim of this infernal plot as your darter,” replied Ginger; “I thought him quite different at first—but I’ve altered my mind entirely since some matters has come to my knowledge.” “You alarm me greatly by these dark hints,” cried Thorneycroft.","TNo, he’s as much a wictim of this infernal plot as your darter,” replied Ginger ; ‘I thought him quite different at first—but I've altered my mind entirely since some matters has come to my knowledge.” “ You alarm me greatly by-these dark hints,” cried Thorneycroft.",0.02247191011235955
1341,"“What is to be done?” “I shall know in a few hours,” replied Ginger.","“ What is to be done ?” “ T shall know in a few hours,” replied Ginger.",0.056338028169014086
1342,“I ain’t got the exact clue yet.,“TI ain't got the exact clue yet.,0.06060606060606061
1343,"But come to me at eleven o’clock to-night, at the Turk’s Head, at the back o’ Shoreditch Church, and I’ll put you on the right scent.","But come to me at eleven o'clock to-night, at the Turk’s Head, at the back o’ Shoreditch Church, and I'll pet you on the right scent.",0.022556390977443608
1344,"You must come alone.” “I should wish this gentleman, my brother-in-law, to accompany me,” said Thorneycroft.","You must come alone.” “T should wish this gentleman, my brother-in-law, to accompany me,” said Thorneycroft.",0.009259259259259259
1345,"“He couldn’t help you,” replied Ginger.","“ He couldn't help you,” replied Ginger,",0.075
1346,“I’ll take care to have plenty of assistance.,“I'll take care to have plenty of assistance.,0.022222222222222223
1347,"It’s a dangerous bus’ness, and can only be managed in a sartin way, and by a sartin person, and he’d object to any von but you. To-night, at eleven!","It's a dangerous bus’ness, and can only be managed in a sartin way, and by a sartin person, and he’d object to any yon but you. To-night, at eleven!",0.013513513513513514
1348,"Good-bye, Old Parr.","Good by, Old Parr,",0.15789473684210525
1349,"Ve shall meet again ere long.” And without a word more, he hurried away.","Ve shall meet again ere long.” And without a word more, he hurried away.",0.0
1350,"Chapter 11 PREPARATIONS On that same night, at the appointed hour, Mr.","114 AURIOL. xi. PREPARATIONS. On that same night, at the appointed hour, Mr.",0.19736842105263158
1351,"Thorneycroft repaired to Shoreditch, and entering a narrow street behind the church, speedily discovered the Turk’s Head, at the door of which a hackney-coach was standing.","Thorneycroft repaired to Shoreditch, and entering a narrow street behind the church, speedily discovered the Turk’s Head, at the door of which a hackney-coach was standing.",0.0
1352,"He was shown by the landlord into a small back room, in which three men were seated at a small table, smoking, and drinking gin and water, while a fourth was standing near the fire, with his back towards the door.","He was shown by the landlord into a small back room, in which three men were seated at a small table, smoking, and drinking gin and water, while a fourth was standing near the fire, with his back towards the door.",0.0
1353,"The latter was a tall, powerfully built man, wrapped in a rough greatcoat, and did not turn round on the iron-merchant’s entrance.","The latter was a tall powerfully-built man, wrapped in a rough great-coat, and did not turn round on the iron-merchant’s entrance.",0.022900763358778626
1354,"“You are punctual, Mr.","“You are punctual, Mr,",0.045454545454545456
1355,"Thorneycroft,” said Ginger, who was one of the trio at the table; “and I’m happy to say, I’ve arranged everythin’ for you, sir.","Thorneycroft,” said Ginger, who was one of the trio at the table; “ and I'm happy to say, I've arranged everythin’ for you, sir.",0.0234375
1356,My friends are ready to undertake the job.,My friends are ready to undertake the job.,0.0
1357,"Only they von’t do it on quite sich easy terms as mine.” The Tinker and the Sandman coughed slightly, to intimate their entire concurrence in Mr.","Only they von’t do it on quite sich easy terms as mine.” The Tinker and the Sandman coughed slightly, to intimate their entire concurrence in Mr.",0.0
1358,Ginger’s remark.,Ginger’s remark.,0.0
1359,"“As I said to you this mornin’, Mr.","“ As I said to you this mornin’, Mr.",0.027777777777777776
1360,"Thorneycroft,” pursued Ginger, “this is a difficult and a dangerous bus’ness, and there’s no knowin’ wot may come on it.","Thorneycroft,” pursued Ginger, “this is a difficult and a dangerous bus'ness, and there's no knowin’ wot may come on it.",0.016666666666666666
1361,"But it’s your only chance o’ recoverin’ your darter.” “Yes, it’s your only chance,” echoed the Tinker.","But it’s your only chance o’ recoverin’ your darter.” “ Yos, it’s your only chance,” echoed the Tinker.",0.019417475728155338
1362,"“Ve’re about to risk our precious lives for you, sir,” said the Sandman; “so, in coorse, ve expects a perportionate revard.” “If you enable me to regain my daughter, you shall not find me ungrateful,” rejoined the iron-merchant.","“ Ve're about to risk our precious lives for you, sir,” said the Sandman ; “so, in coorse, ve expects a perportionate revard.” “ Tf you enable me to regain my daughter, you shall not find me ungrateful,” rejoined the iron-merchant.",0.021645021645021644
1363,"“I must have a hundred pounds,” said the Tinker—“that’s my lowest.” “And mine, too,” said the Sandman.","“T must have a hundred pounds,” said the Tinker— “ that’s my lowest.” “ And mine, too,” said the Sandman.",0.0380952380952381
1364,"“I shall take nuffin’ but the glory, as I said afore,” remarked Ginger.","“TJ shall take nuffin’ but the glory, as I said afore,” remarked Ginger.",0.027777777777777776
1365,"“I’m sworn champion o’ poor distressed young damsils; but my friends must make their own bargins.” “Well, I assent,” returned Mr.","“ I'm sworn champion o’ poor distressed young damsils; but my friends must make their own bargins.” “ Well, I assent,” returned Mr.",0.022900763358778626
1366,Thorneycroft; “and the sooner we set out the better.” “Are you armed?” asked Ginger.,Thorneycroft; “ and the sooner we sct out the better.” “ Are you armed ?” asked Ginger.,0.04597701149425287
1367,"“I have a brace of pistols in my pocket,” replied Thorneycroft.","“ Thave a brace of pistols in my pocket,” replied Thorneycroft.",0.03125
1368,"“All right, then—ve’ve all got pops and cutlashes,” said Ginger.","“ All right, then—ve've all got pops and cutlashes,” said Ginger.",0.03076923076923077
1369,"“So let’s be off.” As he spoke, the Tinker and Sandman arose; and the man in the rough greatcoat, who had hitherto remained with his back to them, turned round.","“So let’s be off.” As he spoke, the Tinker and Sandman arose; and the man in the rough great-coat, who had hitherto remained with his back to them, turned round.",0.006211180124223602
1370,"To the iron-merchant’s surprise, he perceived that the face of this individual was covered with a piece of black crape.","To the irvon-merchant’s surprise, he perceived that the face of this individual was covered with a piece of black crape.",0.008333333333333333
1371,“Who is this?” he demanded with some misgiving.,“ Who is this !” he demanded with some misgiving.,0.061224489795918366
1372,"“A friend,” replied Ginger.","“A friend,” replied Ginger.",0.0
1373,“Vithout him ve could do nuffin’.,“ Vithout him ve could do nuffin.,0.058823529411764705
1374," His name is Reeks, and he is the chief man in our enterprise.” “He claims a reward too, I suppose?” said Thorneycroft.","” His name is Reeks, and he is the chief man in our enterprise.” “ He claims a reward too, I suppose ?” said Thorneycroft 1",0.04065040650406504
1375," “I will tell you what reward I claim, Mr.","2 116 AURIOL, T will tell you what reward I claim, Mr",0.25925925925925924
1376,"Thorneycroft,” rejoined Reeks, in a deep stern tone, “when all is over.","Thorneycroft,” rejoined Reeks, in a deep stern tone, “when all is over",0.014084507042253521
1377,"Meantime, give me your solemn pledge, that whatever you may behold to-night, you will not divulge it.” “I give it,” replied the iron-merchant, “provided always——” “No provision, sir,” interrupted the other quickly.","Meantime, give me your solemn pledge, that whatever you may behold to-night, you will not divulge it.” “T give it,” replied the iron-merchant, “ provided always _ “ No provision, sir,” interrupted the other, quickly.",0.03225806451612903
1378,"“You must swear to keep silence unconditionally, or I will not move a footstep with you; and I alone can guide you where your daughter is detained.” “Svear, sir; it is your only chance,” whispered Ginger.","“ You must swear to keep) silence unconditionally, or I will not move a footstep with you; and I alone can guide you where your danghter is detained.” “ Svear, sir; it is your only chance,” whispered Ginger.",0.01932367149758454
1379,"“Well, if it must be, I do swear to keep silence,” rejoined Mr.","“ Well, if it must be, I do swear to keep silence,” rejoined Mr.",0.015625
1380,"Thorneycroft; “but your proceedings appear very mysterious.” “The whole affair is mysterious,” replied Reeks.","Thorneycroft; ‘but your proceedings appear very mysterious.” “ The whole affair is mysterious,” replied Reeks.",0.01818181818181818
1381,“You must also consent to have a bandage passed over your eyes when you get into the coach.” “Anything more?” asked the iron-merchant.,“ You must also consent to have a bandage passed over your eyes when you get into the coach.” “ Anything more ?” asked the iron-merchant.,0.021897810218978103
1382,"“You must engage to obey my orders, without questioning, when we arrive at our destination,” rejoined Reeks.","“ You must engage to obey my orders, without questioning, when we arrive at our destination,” rejoined Reeks.",0.009174311926605505
1383,"“Otherwise, there is no chance of success.” “Be it as you will,” returned Thorneycroft, “I must perforce agree.” “All then is clearly understood,” said Reeks, “and we can now set out.” Upon this, Ginger conducted Mr.","“ Otherwise, there is no chance of success.” “ Be it as you will,” returned Thorneycroft, “I must perforce agree.” “ All then is clearly understood,” said Reeks, “and we can now set out.” Upon this, Ginger conducted Mr.",0.0136986301369863
1384,"Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.","Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.",0.0
1385,In this state Mr.,In this state Mr.,0.0
1386,"Thorneycroft heard the Tinker and the Sandman take their places near him, but not remarking the voice of Reeks, concluded that he must have got outside.","Thorneycroft heard the Tinker and the Sandman take their places near him, but not remarking the voice of Reeks, concluded that he must have got outside.",0.0
1387,"The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.",". The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.",0.021739130434782608
1388,"It made many turns; but at length proceeded steadily onwards, while from the profound silence around, and the greater freshness of the air, Mr.","It made many turns ; but at length proceeded steadily onwards, while from the profound silence around, and the greater freshness of the air, Mr.",0.006944444444444444
1389,Thorneycroft began to fancy they had gained the country.,Thorneycroft began to fancy they had gained the country.,0.0
1390,Not a word was spoken by any one during the ride.,Not a word was spoken by any one during the ride.,0.0
1391,"After a while, the coach stopped, the door was opened, and Mr.","After a while, the coach stopped, the door was opencd, and Mr.",0.016129032258064516
1392,Thorneycroft was helped out.,Thorneycroft was helped out.,0.0
1393,"The iron-merchant expected his bandage would now be removed, but he was mistaken, for Reeks, taking his arm, drew him along at a quick pace.","The iron-merchant expected his bandage would now be removed, but he was mistaken, for Reeks, taking his arm, drew him along at a quick pace.",0.0
1394,"As they advanced, the iron-merchant’s conductor whispered him to be cautious, and, at the same time, made him keep close to a wall.","As they advanced, the iron-merchant’s conductor whispered him to be cautious, and, at the same time, made him keep close to a wall.",0.0
1395,"A door was presently opened, and as soon as the party had passed through, it closed.","A door was presently opened, and as soon as the party had passed through it, closed.",0.023529411764705882
1396,"The bandage was then removed from Thorneycroft’s eyes, and he found himself in a large and apparently neglected garden.","The bandage was then removed from Thorneycroft's eyes, and he found himself in a large and apparently neglected garden.",0.008403361344537815
1397,"Though the sky was cloudy, there was light enough to enable him to distinguish that they were near an old dilapidated mansion.","Though the sky was cloudy, there was light enough to enable him to distinguish that they were near an old dilapidated mansion.",0.0
1398,"“We are now arrived,” said Reeks to the iron-merchant, “and you will have need of all your resolution.” “I will deliver her, or perish in the attempt,” said Thorneycroft, taking out his pistols.","“ We are now arrived,” said Reeks, to the iron-merchant, “ and you will have need of all your resolution.” “J will deliver her, or perish in the attempt,” said Thorneycroft, taking out his pistols.",0.02030456852791878
1399,The others drew their cutlasses.,The others drew their cutlasses.,0.0
1400,"“Now then, follow me,” said Reeks, “and act as I direct.” With this he struck into an alley formed by thick hedges of privet, which brought them to the back part of the house.","“ Now then, follow me,” said Reeks, “and act as I direct.” With this he struck into an alley formed by thick hedges of privet, which brought them to the back part of the house.",0.005681818181818182
1401,"Passing through a door, he entered the yard, and creeping cautiously along the wall, reached a low window, which he contrived to open without noise.","Passing through a door, he entered the yard, and creeping cautiously along the wall, reached a low window, which he contrived to open without noise.",0.0
1402,"He then passed through it, and was followed by the others.","He then passed through it, and was followed by the others,",0.017241379310344827
1403,Chapter 12 THE CHAMBER OF MYSTERY WE shall now return to the night OF Ebba’s seizure by the mysterious stranger.,: XI. THE CHAMBER OF MYSTERY. WE shall now return to the night of Ebba’s seizure by the mysterious stranger.,0.11403508771929824
1404,"Though almost deprived of consciousness by terror, the poor girl could distinguish, from the movements of her captor, that she was borne down a flight of steps, or some steep descent, and then for a considerable distance along level ground.","Though almost deprived of consciousness by terror, the poor girl could distinguish, from the movements of her captor, that she was borne down a flight of steps, or some steep descent, and then for a considerable distance along level ground.",0.0
1405,"She was next placed in a carriage, which was driven with great swiftness, and though it was impossible to conjecture in what direction she was conveyed, it seemed to her terrified imagination as if she were hurried down a precipice, and she expected every moment to be dashed in pieces.","She was next placed in a carriage, which was driven with great swiftness, and though it was impossible to conjecture in what direction she was conveyed, it seemed to her terrified imagination as if she were hurried down a precipice, and she expected every moment to be dashed in pieces.",0.0
1406,"At length the vehicle stopped, and she was lifted out of it, and carried along a winding passage; after which, the creaking of hinges announced that a door was opened.","At length, the vehicle stopped, and she was lifted out of it, and carried along a winding passage; after which, the creaking of hinges announced that a door was opened.",0.005952380952380952
1407,"Having passed through it, she was deposited on a bench, when, fright overmastering her, her senses completely forsook her.","Having passed through it, she was deposited on a bench, when, fright overmastering her, her senses completely forsook her.",0.0
1408,"On recovering, she found herself seated on a fauteuil covered with black velvet, in the midst of a gloomy chamber of vast extent, while beside her, and supporting her from falling, stood the mysterious and terrible stranger.","On recovering, she found herself seated on a fauteuil covered with black velvet, in the midst of a gloomy chamber of vast extent, while beside her, and supporting her from falling, stood the mysterious and terrible stranger.",0.0
1409,"He held a large goblet filled with some potent liquid to her lips, and compelled her to swallow a portion of it.","He held a large goblet filled with some potent liquid to her lips, and compelled her to swallow a portion of it.",0.0
1410,"The powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she struggled with all her power.","The powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she struggled with all her power.",0.0
1411,"Her persecutor again held the goblet towards her, while a sardonic smile played upon his features.","Her persecutor again held the goblet towards her, while a sardonic smile played upon his features.",0.0
1412,"“Drink!” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground.","“ Drink !” he cried; “it will restore you, and you have much to go through.” Ebba mechanically took the cup, and raised it to her lips, but noticing the stranger’s glance of exultation, dashed it to the ground.",0.009523809523809525
1413,"“You have acted foolishly,” he said sternly; “the potion would have done you good.” Withdrawing her eyes from his gaze, which she felt exercised an irresistible influence over her, Ebba gazed fearfully round the chamber.","“ You have acted foolishly,” he said, sternly ; “the potion would have done you good.” Withdrawing her eyes from his gaze, which she felt exercised an irresistible influence over her, Ebba gazed fearfully round the chamber.",0.013452914798206279
1414,"It was vast and gloomy, and seemed like the interior of a sepulchre—the walls and ceiling being formed of black marble, while the floor was paved with the same material.","It was vast and gloomy, and seemed like the interior of a sepulchre—the walls and ceiling being formed of black marble, while the floor was paved with the same material.",0.0
1415,"Not far from where she sat, on an estrade, approached by a couple of steps, stood a table covered with black velvet, on which was placed an immense lamp, fashioned like an imp supporting a caldron on his outstretched wings.","Not far from where she sat, on an estrade, approached by a couple of steps, stood a table covered with black velvet, on which was placed an immense lamp, fashioned like an imp supporting a caldron on his outstretched wings.",0.0
1416,"In this lamp were several burners, which cast a lurid light throughout the chamber.","In this lamp were several burners, which cast a lurid light throughout the chamber.",0.0
1417,Over it hung a cap equally fantastically fashioned.,Over it hung a cap equally fantastically fashioned.,0.0
1418,"A dagger, with a richly wrought hilt, was stuck into the table; and beside it lay a strangely shaped mask, an open book, an antique inkstand, and a piece of parchment, on which some characters were inscribed.","A dagger, with a richly-wrought hilt, was stuck into the table; and beside it lay a strangely shaped mask, an open book, an antique inkstand, and a piece of parchment, on which some characters were inscribed.",0.004807692307692308
1419,Opposite these stood a curiously carved ebony chair.,Opposite these stood a curiously-carved ebony chair.,0.019230769230769232
1420,"At the lower end of the room, which was slightly elevated above the rest, hung a large black curtain; and on the step, in the front of it, were placed two vases of jet.","At the lower end of the room, which was slightly elevated above the rest, hung a large black curtain; and on the step, in the front of it, were placed two vases of jet.",0.0
1421,“What is behind that curtain?” shudderingly demanded Ebba of her companion.,“ What is behind that curtain?” shudderingly demanded Ebba of her companion.,0.013157894736842105
1422,"“You will see anon,” he replied.","“You will see anon,” he replied.",0.0
1423,"“Meanwhile, seat yourself on that chair, and glance at the writing on the scroll.” Ebba did not move, but the stranger took her hand, and drew her to the seat.","‘ Meanwhile, seat yourself on that chair, and glance at the writing on the scroll.” Ebba did not move, but the stranger took her hand, and drew her to the seat.",0.0125
1424,"“Read what is written on that paper,” he cried imperiously.","“Read what is written on that paper,” he cried, imporiously,",0.05
1425,"Ebba glanced at the document, and a shudder passed over her frame.","Ebba glanced at the document, and a shudder passed over her frame,",0.015151515151515152
1426,"“By this,” she cried, “I surrender myself, soul and body, to you?” “You do,” replied the stranger.","“ By this,” she cried, “I surrender myself, soul and body, to you?” “ You do,” replied the stranger.",0.02
1427,"“I have committed no crime that can place me within the power of the Fiend,” cried Ebba, falling upon her knees.","“T have committed no crime that can place me within the power of the Fiend,” cried Ebba, falling upon her knees.",0.008928571428571428
1428,“I call upon Heaven for protection!,“I call upon Heaven for protection!,0.0
1429,"Avaunt!” As the words were uttered, the cap suddenly fell upon the lamp, and the chamber was buried in profound darkness.","Avaunt!” As the words were uttered, the cap suddenly fell upon of Myste ry Chambe lamp, and the chamber was buried in profound darkness.",0.11029411764705882
1430,"Mocking laughter rang in her ears, succeeded by wailing cries inexpressibly dreadful to hear.","Mocking laughter rang in her ears, succeeded by wailing cries inexpressibly dreadful to hear.",0.0
1431,"Ebba continued to pray fervently for her own deliverance, and for that of Auriol.","Ebba continued to pray fervently for her own deliverance, and for that of Auriol.",0.0
1432,"In the midst of her supplications she was aroused by strains of music of the most exquisite sweetness, proceeding apparently from behind the curtain, and while listening to these sounds she was startled by a deafening crash as if a large gong had been stricken.","In the midst of her supplications she was aroused by strains of music of the most exquisite sweetness, proceeding apparently from behind the curtain, and while listening to these sounds she was startled by a deafening crash as if a large gong had been stricken.",0.0
1433,"The cover of the lamp was then slowly raised, and the burners blazed forth as before, while from the two vases in front of the curtain arose clouds of incense, filling the chamber with stupefying fragrance.","The cover of the lamp was then slowly raised, and the burners blazed forth as before, while from the two vases in front of the curtain arose clouds of incense, filling the chamber with stupifying fragrance.",0.0048543689320388345
1434,"Again the gong was stricken, and Ebba looked round towards the curtain.","Again the gong was stricken, and Ebba looked round towards the curtain.",0.0
1435,"Above each vase towered a gigantic figure, wrapped in a long black cloak, the lower part of which was concealed by the thick vapour.","Above each vase towered a gigantic figure, wrapped in a long black cloak, the lower part of which was concealed by the thick vapour.",0.0
1436,"Hoods, like the cowls of monks, were drawn over the heads of these grim and motionless figures; mufflers enveloped their chins, and they wore masks, from the holes of which gleamed eyes of unearthly brightness.","Hoods, like the cowls of monks, were drawn over the heads of these grim and motionless figures; mufflers enveloped their chins, and they wore masks, from the holes of which gleamed eyes of unearthly brightness.",0.0
1437,Their hands were crossed upon their breasts.,Their hands were crossea upon their breasts.,0.022727272727272728
1438,"Between them squatted two other spectral forms, similarly cloaked, hooded, and masked, with their gleaming eyes fixed upon her, and their skinny fingers pointed derisively at her.","Between them squatted two other spectral forms, similarly cloaked, hooded, and masked, with their gleaming eyes fixed upon her, and their skinny fingers pointed derisively at her.",0.0
1439,"Behind the curtain was placed a strong light, which showed a wide staircase of black marble, leading to some upper chamber, and at the same time threw the reflection of a gigantic figure upon the drapery, while a hand, the finger of which pointed towards her, was thrust from an opening between its folds.","Behind the curtain was placed a strong light, which showed a wide staircase of black marble, leading to some upper chamber, and at the same time threw the reflection of a gigantic figure upon the drapery, while a hand, the finger of which pointed towards her, was thrust from an opening between its folds.",0.0
1440,"Forcibly averting her gaze, Ebba covered her eyes with her hands, but looking up again after a brief space, beheld an ebon door at the side revolve upon its hinges, and give entrance to three female figures, robed in black, hooded and veiled, and having their hands folded, in a melancholy manner, across their breasts.","Forcibly averting her gaze, Ebba covered her eyes with her hands, but looking up again after a brief space, beheld an ebon door at the side revolve upon its hinges, and give entrance to three female figures, robed in black, hooded and yeiled, and having their hands folded, in a melancholy manner, across their breasts.",0.003134796238244514
1441,"Slowly and noiselessly advancing, they halted within a few paces of her.","Slowly and_noiselessly advancing, they halted within a few paces of her.",0.013888888888888888
1442,"“Who and what are ye?” she cried, wild with terror.","“Who, and what are ye ?” she cried, wild with terror.",0.03773584905660377
1443,“The victims of Auriol!” replied the figure on the right.,“ The victims of Auriol !” replied the figure on the right.,0.03389830508474576
1444,"“As we are, such will you be ere long.” “What crime have you committed?” demanded Ebba.","“ As we are, such will you be ere long.” “ What crime have you committed ?” demanded Ebba.",0.03333333333333333
1445,"“We have loved him,” replied the second figure.","“ We have loved him,” replied the second figure.",0.020833333333333332
1446,“Is that a crime?” cried Ebba.,“Ts that a crime?” cried Ebba.,0.03333333333333333
1447,"“If so, I am equally culpable with you.” “You will share our doom,” replied the third figure.","“If so, I am equally culpable with you.” “ You will share our doom,” replied the third figure.",0.010638297872340425
1448,"“Heaven have mercy upon me!” exclaimed the agonised girl, dropping upon her knees.","“ Heaven have mercy upon me!” exclaimed the agonised girl, dropping upon her knees.",0.012048192771084338
1449,"At this moment a terrible voice from behind the curtain exclaimed, “Sign, or Auriol is lost for ever.” “I cannot yield my soul, even to save him,” cried Ebba distractedly.","At this moment a terrible voice from behind the curtain exclaimed— “ Sign, or Auriol is lost for ever.” “T cannot yield my soul, even to save him,” cried Ebba, distractedly.",0.023121387283236993
1450,"“Witness his chastisement, then,” cried the voice.","« Witness his chastisement, then,” cried the voice.",0.0392156862745098
1451,"And as the words were uttered, a side door was opened on the opposite side, and Auriol was dragged forth from it by two masked personages, who looked like familiars of the Inquisition.","And as the words were uttered, a side door was opened on the opposite side, and Auriol was dragged forth from it by two masked personages, who looked like familiars of the Inquisition.",0.0
1452,"“Do not yield to the demands of this fiend, Ebba!” cried Auriol, gazing at her distractedly.","“Do not yield to the demands of this fiend, Ebba 1!"" cried Auriol, gazing at her distractedly.",0.031914893617021274
1453,"“Will you save him before he is cast, living, into the tomb?” cried the voice.","“ Will you save him before he is cast, living, into the tomb ?” cried the voice.",0.025
1454,"And at the words, a heavy slab of marble rose slowly from the floor near where Ebba sat, and disclosed a dark pit beneath.","And at the words, a heavy slab of marble rose slowly from the floor near where Ebba sat, and disclosed a dark pit beneath.",0.0
1455,Ebba gazed into the abyss with indescribable terror.,Ebba gazed into the abyss with indescribable terror.,0.0
1456,"“There he will be immured, unless you sign,” cried the voice; “and, as he is immortal, he will endure an eternity of torture.” “I cannot save him so, but I may precede him,” cried Ebba.","“There he will be immured, unless you sign,” cried the voice; ‘and, as he is immortal, he will endure an eternity of torture.”” “T cannot save him so, but I may precede him,” cried Ebba.",0.016129032258064516
1457,"And throwing her hands aloft, she flung herself into the pit.","And throwing her hands aloft, she flung herself into the pit.",0.0
1458,A fearful cry resounded through the chamber.,A fearful cry resounded through the chamber.,0.0
1459,"It broke from Auriol, who vainly strove to burst from those who held him, and precipitate himself after Ebba.","It broke from Auriol, who vainly strove to burst from those who held him, and precipitate himself after Ebba.",0.0
1460,"Soon after this, and while Auriol was gazing into the abyss, a tongue of blue flame arose from it, danced for a moment in the air, and then vanished.","Soon after this, and while Auriol was gazing into the abyss, a tongue of blue flame arose from it, danced for a moment in the air, and then vanished.",0.0
