gold_sent,ocr_sent,CER
"One of them was tall and gaunt, with large hands and feet; but despite his meagreness, he      evidently possessed great strength: the other was considerably shorter, but broad-shouldered,      bow-legged, long-armed, and altogether a most formidable ruffian.","You ain't a-been a-gammonin' me in this matter, Tinker 2' observed the shorter individual.",0.7953667953667953
"This fellow had high      cheek-bones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly      predominated.",The world of habitations beyond this melancholy prison were buried in larkness.,0.75
"He had a stubby red beard, with sandy hair, white brows and eyelashes.","The range of lbitations in qucstion, more than a dozen in numbcr, wero, in all probability, what is ulgarly called `in Chancery,'' and shared the fate of most property similnrly circumstanced.",2.1285714285714286
"The      countenance of the other was dark and repulsive, and covered with blotches, the result of      habitual intemperance.","With tlis they emerged from tle pit, crossed the lower part of thoe field, and entered a narrow thoroughfare, skirted by a few detached houses, wlich brought them iuto tho Vauxhall-bridge-road.",1.0873015873015872
His eyes had a leering and malignant look.,"By-nndby, two watclmen were seen adancing from Belvoir-terrace, and, as the guardians of the niglt drew near, the ruflians crept into nn nlley to let tlc pass.",3.119047619047619
"A handkerchief spotted with      blood, and tied across his brow, contrasted strongly with his matted black hair, and increased      his natural appearance of ferocity.","Bkulking along the blank and dresry walls, the Tinker, who was now a little in advance, stopped hefore a door, and pushing it open, entered the dwelling.",0.7619047619047619
"The shorter ruffian carried a mallet upon his shoulder, and      his companion concealed something beneath the breast of his coat, which afterwards proved to be      a dark lantern.","These neglected dwellings served as receptacles for old iron, blocks of stone and wood, and other ponderous matters.",0.7016574585635359
"Not a word passed between them; but keeping a vigilant look-out, they trudged on with quick,      shambling steps.","As soon as the coast was clcar, they ventured forth, and quickening their pnce, cnme to a row of deserted and dilapidated houscs.",0.8771929824561403
"A few sounds arose from the banks of the river, and there was now and then a      plash in the water, or a distant cry, betokening some passing craft; but generally all was      profoundly still.","The aspect of the whole place was so dismal and suspicious, that it was generally aoided by passengers after nightfiall.",0.717948717948718
"The quaint, Dutch-looking structures on the opposite bank, the line of      coal-barges and lighters moored to the strand, the great timber-yards and coal-yards, the      brewhouses, gasworks, and waterworks, could only be imperfectly discerned; but the moonlight      fell clear upon the ancient towers of Lambeth Palace, and on the neighbouring church.","Here thcy kept on the side of the street most in shadow, and crosscd ocr whcneer they came to a lamp.",0.7824858757062146
"The same      glimmer also ran like a silver belt across the stream, and revealed the great, stern,      fortress-like pile of the Penitentiary—perhaps the most dismal-looking structure in the whole      metropolis.","Ive heerd say that this crib is haanted, and though I don't fesr no liin' man, a ghost's a different sort of customer.''",0.7348837209302326
The world of habitations beyond this melancholy prison was buried in darkness.,"As to that I can't say,'' replied the Tinker; `` and it don't much matter, as far as ve're consarned.''",1.0
"The      two men, however, thought nothing of these things, and saw nothing of them; but, on arriving      within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted      the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried      pit, where they came to a momentary halt.","But he can't be in his AUnIOD right mind to come to such a ken as tlat, and go on as you mentions.''",0.815028901734104
"“You ain’t a-been a-gammonin’ me in this matter, Tinker?” observed the shorter individual.","Looking round, he beheld hnge mill-stones, enormous water-wheels, boilers of steam-engines, iron vatse, eylinders, cranes, iron pumps of the strangest fashion, a gigantie pair of wooden scales, old iron safes, old boilers, old gas-pipes, old water-pipes, cracked old bells, old birdcsges, old plates of iron, old pnlleys, ropes, and rusty chains, hnddled and heaped together in the most fantsstie disorder.",3.8222222222222224
"“The cove’s sure to come?”     “Why, you can’t expect me to answer for another as I can for myself, Sandman,” replied the      other; “but if his own word’s to be taken for it, he’s sartin to be there.","A means of crossing from one side of the bnilding to tha other, without descending into the vault beneath, was afforded by s couple of plsnks; though as the wall on the farther side was some feet higher than that near at hand, and tho planks were considerably bent, the passage appeared hazardous.",1.0696517412935322
"I heerd him say, as      plainly as I’m a speakin’ to you—‘I’ll be here to-morrow night—at the same hour——’”     “And that wos one o’clock?” said the Sandman.","Tle extraordinary and incongruous assemblage of objects which met the gaze of tho Sandman, coupled with the deserted appearanco of the plsce, produced an effeet upon his hardy but superstitious nature.",0.9873417721518988
"“Thereabouts,” replied the other.","These neglected dwellings served as receptacles for old iron, blocks of stone and wood, and other ponderous matters.",2.8181818181818183
“And who did he say that to?” demanded the Sandman.,"midst of the chaotic mass frowned the bearded and colossal head of Neptune, whieh had onee deeorated the forepart of a man-of-war.",1.9215686274509804
"“To hisself, I s’pose,” answered the Tinker; “for, as I told you afore, I could see no one      vith him.”     “Do you think he’s one of our perfession?” inquired the Sandman.","Bkulking along the blank and dresry walls, the Tinker, who was now a little in advance, stopped hefore a door, and pushing it open, entered the dwelling.",0.72
“Bless you!,"The whole was surmounted by an immense entilator, stuck on the end of ARIoL.",6.181818181818182
"no—that he ain’t,” returned the Tinker.","Seen by the transient light of the moon, the various objects above enumerated produced a strange effect upon the beholler's imagination.",2.7948717948717947
"“He’s a reg’lar slap-up svell.”     “That’s no reason at all,” said the Sandman.","Above it, on a sort of framework, lay tha the nosoe of the latter being partly demolished, and the eyes knocked in.",1.0375
“Many a first-rate svell practises in our line.,"Tho ragged brickwork, overgrown with weeds, took with him the sema blance of a human face, and seemoed to keep a wary eye on what was going forward below.",2.74468085106383
"But he can’t be in his right mind to come to such a ken as that, and go on as you      mentions.”     “As to that I can’t say,” replied the Tinker; “and it don’t much matter, as far as ve’re      consarned.”     “Devil a bit,” rejoined the Sandman, “except—you’re sure it worn’t a sperrit, Tinker.","The aspect of the whole place was so dismal and suspicious, that it was generally aoided by passengers after nightfiall.",0.7845117845117845
"I’ve      heerd say that this crib is haanted, and though I don’t fear no livin’ man, a ghost’s a      different sort of customer.”     “Vell, you’ll find our svell raal flesh and blood, you may depend upon it,” replied the      Tinker.","A means of crossing from one side of the bnilding to tha other, without descending into the vault beneath, was afforded by s couple of plsnks; though as the wall on the farther side was some feet higher than that near at hand, and tho planks were considerably bent, the passage appeared hazardous.",0.940677966101695
"“So come along, and don’t let’s be frightenin’ ourselves vith ould vimen’s tales.”     With this they emerged from the pit, crossed the lower part of the field, and entered a      narrow thoroughfare, skirted by a few detached houses, which brought them into the Vauxhall      Bridge Road.","Glancing round for a moment, tha Tinker leaped inta the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boilor, to which he invited his companion.",0.7197231833910035
"Here they kept on the side of the street most in shadow, and crossed over whenever they came      to a lamp.","Thoe Tinker replied in tle affirmatie; and tho other had just become lost to consciousness, when he received a nudge in the sid, and his companion whispered--t He's here I''  TIE RDD OUBE  TRE YAUXHALL-ROAD.",1.3796296296296295
"By-and-by, two watchmen were seen advancing from Belvoir Terrace, and, as the      guardians of the night drew near, the ruffians crept into an alley to let them pass.","He was tall, slight, and well-proportioned; and the general cnt of his attire, the tightly-bnttoned, single-breasted coat, together with the moustache upon his lip, gave hima military sir.",0.8802395209580839
"As soon as      the coast was clear, they ventured forth, and quickening their pace, came to a row of deserted      and dilapidated houses.","His hat was off, and his features, exposed to the full radiance of the moon, looked denthly pale, and though handsome, had a strange sinister expression.",0.7697841726618705
This was their destination.,"Seen by the transient light of the moon, the various objects above enumerated produced a strange effect upon the beholler's imagination.",4.222222222222222
"The range of habitations in question, more than a dozen in number, were, in all probability,      what is vulgarly called “in Chancery,” and shared the fate of most property similarly      circumstanced.","Ihe ale I drank at the  ITo Fighting Cocks' has made me feel drawsy, Tinker,'' he remarked, stretching himsolf on the bulk;  Il1 just take a snooze.",0.729064039408867
"They were in a sad ruinous state—unroofed, without windows and floors.","Tho ragged brickwork, overgrown with weeds, took with him the sema blance of a human face, and seemoed to keep a wary eye on what was going forward below.",1.7
"The bare      walls were alone left standing, and these were in a very tumble-down condition.","Slightly altering his position, the Sandman caught sight of a figure standing upon the planks above them.",0.8924731182795699
"These neglected      dwellings served as receptacles for old iron, blocks of stone and wood, and other ponderous      matters.","an iron rod, ascending, like a lightning-conductor, from tha steam-engine pump.",0.753968253968254
"The aspect of the whole place was so dismal and suspicious, that it was generally      avoided by passengers after nightfall.",There was a mixture of the grotesque and terribloe abont them.,0.76
"Skulking along the blank and dreary walls, the Tinker, who was now a little in advance,      stopped before a door, and pushing it open, entered the dwelling.","His hat was off, and his features, exposed to the full radiance of the moon, looked denthly pale, and though handsome, had a strange sinister expression.",0.7784810126582279
His companion followed      him.,"He was tall, slight, and well-proportioned; and the general cnt of his attire, the tightly-bnttoned, single-breasted coat, together with the moustache upon his lip, gave hima military sir.",5.125
"The extraordinary and incongruous assemblage of objects which met the gaze of the Sandman,      coupled with the deserted appearance of the place, produced an effect upon his hardy but      superstitious nature.","Let's hear wot] he's a-sayin',''  Why havre you brought me here1'' cried the yong man, in a oice so hollow that it thrilled his anditors.",0.7488151658767772
"Looking round, he beheld huge mill-stones, enormous water-wheels, boilers of steam-engines,      iron vats, cylinders, cranes, iron pumps of the strangest fashion, a gigantic pair of wooden      scales, old iron safes, old boilers, old gas-pipes, old water-pipes, cracked old bells, old      bird-cages, old plates of iron, old pulleys, ropes, and rusty chains, huddled and heaped      together in the most fantastic disorder.","e Vot d'ye think he sees 2''  Why do you not speak to me f'' cried the young man -' why do yon beckon me forward7 Well, I obey.",0.8262910798122066
"In the midst of the chaotic mass frowned the bearded      and colossal head of Neptune, which had once decorated the forepart of a man-of-war.","s hat is to be done 1'  It makes my blood run cold to hear him,'' whispered] the Sandman.",0.6971830985915493
"Above it,      on a sort of framework, lay the prostrate statue of a nymph, together with a bust of Fox, the      nose of the latter being partly demolished, and the eyes knocked in.","See, he's a-goin' through that door,'' crioed the Tinker.",0.7912087912087912
"Above these, three garden      divinities laid their heads amicably together.","e I don't half like it,'' replied tha Sandman, his teeth] ts.",0.7272727272727273
"On the left stood a tall Grecian warrior, minus      the head and right hand.","He seems a-valkin' in his sleep,'' mnttered the Sandman.",0.7012987012987013
"The whole was surmounted by an immense ventilator, stuck on the end of      an iron rod, ascending, like a lightning-conductor, from the steam-engine pump.",And he moved slowly across the plank.,0.8387096774193549
"Seen by the transient light of the moon, the various objects above enumerated produced a      strange effect upon the beholder’s imagination.",He's a-speakin' to some von unwisible.'',0.8297872340425532
There was a mixture of the grotesque and      terrible about them.,It was] that of s young man.,0.7424242424242424
Nor was the building itself devoid of a certain influence upon his mind.,"Unfortunately for him, the moon was at this moment obscured, and he conld distinguish nothing- except the dnsky ontline of tho varions oljects with which the place was filled, and which werenearly of the samo kind as those of the neighbouring habitation.",2.8055555555555554
"The ragged brickwork, overgrown with weeds, took with him the semblance of a human face, and      seemed to keep a wary eye on what was going forward below.","Wot are yon afeerd on 7'' With this he aulted upon the planks, and peeping cautionsly ont of the open door to which they led, saw the object of lis scrutiny enter the adjoining house through a broken window.",1.0
"A means of crossing from one side of the building to the other, without descending into the      vault beneath, was afforded by a couple of planks; though as the wall on the farther side was      some feet higher than that near at hand, and the planks were considerably bent, the passage      appeared hazardous.","Making a sign to the Sandman, who was elose at his hecols, the Tinker crept forward on all fonrs, and, on reaching the window, raised himself just sufficiently to command the interior of tha dwelling.",0.7275641025641025
"Glancing round for a moment, the Tinker leaped into the cellar, and, unmasking his lantern,      showed a sort of hiding-place, between a bulk of timber and a boiler, to which he invited his      companion.","MAfter some time spent in tlis way, he began to fear the young man must have departed, when all at once a piercing scream resounded throgh the dwelling.",0.7184466019417476
The Sandman jumped down.,"IIastily retreating to their former hiding-place, th Tinler and his companion had scnrcely regained it, when tho young man again appeared on the plank.",5.541666666666667
"“The ale I drank at the ‘Two Fighting Cocks’ has made me feel drowsy, Tinker,” he remarked,      stretching himself on the bulk; “I’ll just take a snooze.","Eome heavy matter was dislodged, with a thundering crash, and footsteps vere heard approaching the window.",0.7467532467532467
"Vake me up if I snore—or ven our      sperrit appears.”     The Tinker replied in the affirmative; and the other had just become lost to consciousness,      when he received a nudge in the side, and his companion whispered—“He’s here!”     “Vhere—vhere?” demanded the Sandman, in some trepidation.","He staggered rather than walked, and his countenanceo was een pualer 1    1 1  a('  1  .n N  -, 1,  .",0.8047138047138047
"“Look up, and you’ll see him,” replied the other.","We shall see summast as'll take aray our senses,'' Tut'' cried the Tinker; 'it's only a aleepy-alker.",1.5918367346938775
"Slightly altering his position, the Sandman caught sight of a figure standing upon the planks      above them.","IIe listened intently, but not tho slightest sonnd reached his enrs.",0.7181818181818181
It was that of a young man.,His doemeanour had nndergone a fearful change.,1.2222222222222223
"His hat was off, and his features, exposed to the full      radiance of the moon, looked deathly pale, and though handsome, had a strange sinister      expression.",", sai4 IIs s: 3    Q  ,t  s. sig.",0.852760736196319
"He was tall, slight, and well-proportioned; and the general cut of his attire, the      tightly-buttoned, single-breasted coat, together with the moustache upon his lip, gave him a      military air.","IIastily retreating to their former hiding-place, th Tinler and his companion had scnrcely regained it, when tho young man again appeared on the plank.",0.7236180904522613
"“He seems a-valkin’ in his sleep,” muttered the Sandman.","MAfter some time spent in tlis way, he began to fear the young man must have departed, when all at once a piercing scream resounded throgh the dwelling.",2.142857142857143
“He’s a-speakin’ to some von      unwisible.”     “Hush—hush!” whispered the other.,"Eome heavy matter was dislodged, with a thundering crash, and footsteps vere heard approaching the window.",0.963855421686747
"“Let’s hear wot he’s a-sayin’.”     “Why have you brought me here?” cried the young man, in a voice so hollow that it thrilled      his auditors.","He staggered rather than walked, and his countenanceo was een pualer 1    1 1  a('  1  .n N  -, 1,  .",0.7586206896551724
"“What is to be done?”     “It makes my blood run cold to hear him,” whispered the Sandman.","IIe listened intently, but not tho slightest sonnd reached his enrs.",0.7333333333333333
“Vot d’ye think he      sees?”     “Why do you not speak to me?” cried the young man—“why do you beckon me forward?,";g 3 .I Y  ..P v  V    5Dl T t,   a D a  3 3-+LE i.L L 2E.",0.782608695652174
"Well, I      obey.",3'    A..  1  I1 Y.   rea I  2A c 3    t'.,1.8333333333333333
I will follow you.”     And he moved slowly across the plank.,His doemeanour had nndergone a fearful change.,0.6885245901639344
"“See, he’s a-goin’ through that door,” cried the Tinker.",:s  : a.icc I iiae 0Hl  F'  r.. 1I.,0.7857142857142857
"“Let’s foller him.”     “I don’t half like it,” replied the Sandman, his teeth chattering with apprehension.","n 1.  a  i Y :.. F,  :   .A -aA -G c M .'",0.8240740740740741
“We      shall see summat as’ll take avay our senses.”     “Tut!” cried the Tinker; “it’s only a sleepy-valker.,C    1 :: .U   I   1 r .,0.8468468468468469
"Wot are you afeerd on?”     With this he vaulted upon the planks, and peeping cautiously out of the open door to which      they led, saw the object of his scrutiny enter the adjoining house through a broken window.","Havring crossed the plank, ho took his way along the top of the broken wall towards the dooir.",0.7488372093023256
"Making a sign to the Sandman, who was close at his heels, the Tinker crept forward on all      fours, and, on reaching the window, raised himself just sufficiently to command the interior of      the dwelling.",":a 11 51  LW at  T N  5-:  --..-- ieFcr -Neg  , 2   G-i'        L a t rr t   E 3rE BUED OBE  TS YAXALL-BOAD.",0.784688995215311
"Unfortunately for him, the moon was at this moment obscured, and he could      distinguish nothing except the dusky outline of the various objects with which the place was      filled, and which were nearly of the same kind as those of the neighbouring habitation.","n 1.  a  i Y :.. F,  :   .A -aA -G c M .'",0.9128787878787878
"He      listened intently, but not the slightest sound reached his ears.",C    1 :: .U   I   1 r .,0.7916666666666666
"After some time spent in this way, he began to fear the young man must have departed, when      all at once a piercing scream resounded through the dwelling.",P     2ZE 11 li2  I` I. i3 1A.,0.9044585987261147
"Some heavy matter was dislodged,      with a thundering crash, and footsteps were heard approaching the window.",: t It r t : xg .,0.8828828828828829
"Hastily retreating to their former hiding-place, the Tinker and his companion had scarcely      regained it, when the young man again appeared on the plank.",3 N .L  -a s Pk: Yx :.,0.9230769230769231
His demeanour had undergone a      fearful change.,:  1 1 N N  a -.,0.8
"He staggered rather than walked, and his countenance was even paler than      before.",31 than before.,0.8470588235294118
"Having crossed the plank, he took his way along the top of the broken wall towards the      door.","e2IF k  ,.",0.9381443298969072
